family,cognate_method,eval_method,min_similarity,tree_type,TreeDist,GenQuartetDist
Vietic,Levenshtein,Levenshtein-calibrated,min-0.2,single,0.367957969,0.302363488
Vietic,Levenshtein,Levenshtein-calibrated,min-0.3,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-calibrated,min-0.1,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-calibrated,min-0.2,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-calibrated,min-0.3,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-calibrated,min-0.4,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-calibrated,min-0.5,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-uncalibrated,min-0.0,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-uncalibrated,min-0.1,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-uncalibrated,min-0.2,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-uncalibrated,min-0.3,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-uncalibrated,min-0.4,single,0.367957969,0.302363488
Vietic,gold,Levenshtein-uncalibrated,min-0.5,single,0.367957969,0.302363488
Vietic,Levenshtein,PMI-calibrated,min-0.3,average,0.415849045,0.303178484
Vietic,none,Phonetic-calibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,none,Phonetic-uncalibrated,min-0.0,complete,0.37439763,0.30399348
Vietic,none,Phonetic-uncalibrated,min-0.1,complete,0.37439763,0.30399348
Vietic,none,Phonetic-uncalibrated,min-0.2,complete,0.37439763,0.30399348
Vietic,none,Phonetic-uncalibrated,min-0.3,complete,0.37439763,0.30399348
Vietic,none,Phonetic-uncalibrated,min-0.4,complete,0.37439763,0.30399348
Vietic,none,Phonetic-uncalibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,Phonetic,Phonetic-calibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,Phonetic,Phonetic-uncalibrated,min-0.0,complete,0.37439763,0.30399348
Vietic,Phonetic,Phonetic-uncalibrated,min-0.1,complete,0.37439763,0.30399348
Vietic,Phonetic,Phonetic-uncalibrated,min-0.2,complete,0.37439763,0.30399348
Vietic,Phonetic,Phonetic-uncalibrated,min-0.3,complete,0.37439763,0.30399348
Vietic,Phonetic,Phonetic-uncalibrated,min-0.4,complete,0.37439763,0.30399348
Vietic,Phonetic,Phonetic-uncalibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,PMI,Phonetic-calibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,PMI,Phonetic-uncalibrated,min-0.0,complete,0.37439763,0.30399348
Vietic,PMI,Phonetic-uncalibrated,min-0.1,complete,0.37439763,0.30399348
Vietic,PMI,Phonetic-uncalibrated,min-0.2,complete,0.37439763,0.30399348
Vietic,PMI,Phonetic-uncalibrated,min-0.3,complete,0.37439763,0.30399348
Vietic,PMI,Phonetic-uncalibrated,min-0.4,complete,0.37439763,0.30399348
Vietic,PMI,Phonetic-uncalibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,Levenshtein,Phonetic-calibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,Levenshtein,Phonetic-uncalibrated,min-0.0,complete,0.37439763,0.30399348
Vietic,Levenshtein,Phonetic-uncalibrated,min-0.1,complete,0.37439763,0.30399348
Vietic,Levenshtein,Phonetic-uncalibrated,min-0.2,complete,0.37439763,0.30399348
Vietic,Levenshtein,Phonetic-uncalibrated,min-0.3,complete,0.37439763,0.30399348
Vietic,Levenshtein,Phonetic-uncalibrated,min-0.4,complete,0.37439763,0.30399348
Vietic,Levenshtein,Phonetic-uncalibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,gold,Phonetic-calibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,gold,Phonetic-uncalibrated,min-0.0,complete,0.37439763,0.30399348
Vietic,gold,Phonetic-uncalibrated,min-0.1,complete,0.37439763,0.30399348
Vietic,gold,Phonetic-uncalibrated,min-0.2,complete,0.37439763,0.30399348
Vietic,gold,Phonetic-uncalibrated,min-0.3,complete,0.37439763,0.30399348
Vietic,gold,Phonetic-uncalibrated,min-0.4,complete,0.37439763,0.30399348
Vietic,gold,Phonetic-uncalibrated,min-0.5,complete,0.37439763,0.30399348
Vietic,PMI,Levenshtein-calibrated,min-0.0,single,0.367957969,0.306438468
Vietic,Surprisal,Levenshtein-calibrated,min-0.0,single,0.367957969,0.306438468
Vietic,Surprisal,Levenshtein-calibrated,min-0.1,single,0.367957969,0.306438468
Vietic,Hybrid,Levenshtein-calibrated,min-0.0,single,0.367957969,0.306438468
Vietic,Hybrid,Levenshtein-calibrated,min-0.1,single,0.367957969,0.306438468
Vietic,Hybrid,Levenshtein-calibrated,min-0.2,single,0.367957969,0.306438468
Vietic,none,Hybrid-calibrated,min-0.2,single,0.419420507,0.308883456
Vietic,none,PMI-calibrated,min-0.2,ward,0.416388047,0.309698452
Vietic,Hybrid,PMI-calibrated,min-0.0,single,0.419420507,0.309698452
Vietic,Surprisal,Surprisal-calibrated,min-0.3,ward,0.452811625,0.312958435
Vietic,none,Levenshtein-calibrated,min-0.4,single,0.367195503,0.313773431
Vietic,Levenshtein,Levenshtein-calibrated,min-0.4,single,0.367195503,0.313773431
Vietic,none,PMI-calibrated,min-0.3,single,0.461360018,0.316218419
Vietic,Phonetic,PMI-calibrated,min-0.4,nj,0.494688017,0.316218419
Vietic,none,Phonetic-calibrated,min-0.0,ward,0.41832661,0.323553382
Vietic,none,Phonetic-calibrated,min-0.0,weighted,0.42291253,0.323553382
Vietic,PMI,Phonetic-calibrated,min-0.0,complete,0.41832661,0.323553382
Vietic,none,Phonetic-calibrated,min-0.2,average,0.410215108,0.324368378
Vietic,none,PMI-calibrated,min-0.2,complete,0.436712219,0.324368378
Vietic,Phonetic,Phonetic-calibrated,min-0.2,average,0.410215108,0.324368378
Vietic,PMI,Phonetic-calibrated,min-0.2,average,0.410215108,0.324368378
Vietic,PMI,Phonetic-calibrated,min-0.3,average,0.410215108,0.324368378
Vietic,PMI,Phonetic-calibrated,N/A,MaxCladeCredibility,0.410215108,0.324368378
Vietic,Surprisal,Phonetic-calibrated,min-0.2,average,0.410215108,0.324368378
Vietic,Surprisal,Phonetic-calibrated,min-0.3,average,0.410215108,0.324368378
Vietic,Surprisal,Phonetic-calibrated,N/A,MaxCladeCredibility,0.410215108,0.324368378
Vietic,Hybrid,Phonetic-calibrated,min-0.2,average,0.410215108,0.324368378
Vietic,Hybrid,Phonetic-calibrated,N/A,MaxCladeCredibility,0.410215108,0.324368378
Vietic,Levenshtein,Phonetic-calibrated,min-0.0,average,0.410215108,0.324368378
Vietic,Levenshtein,Phonetic-calibrated,min-0.0,weighted,0.410215108,0.324368378
Vietic,Levenshtein,Phonetic-calibrated,min-0.2,average,0.410215108,0.324368378
Vietic,Phonetic,Phonetic-calibrated,min-0.3,ward,0.414253073,0.32599837
Vietic,Surprisal,Phonetic-calibrated,min-0.3,nj,0.406942655,0.32599837
Vietic,none,Hybrid-calibrated,min-0.1,ward,0.478339536,0.326813366
Vietic,Phonetic,Phonetic-calibrated,min-0.0,single,0.410215108,0.326813366
Vietic,Phonetic,Levenshtein-calibrated,min-0.4,average,0.410215108,0.326813366
Vietic,none,Phonetic-calibrated,min-0.0,single,0.410215108,0.330888346
Vietic,none,Levenshtein-calibrated,min-0.5,single,0.407923239,0.331703341
Vietic,none,Levenshtein-uncalibrated,min-0.0,single,0.407923239,0.331703341
Vietic,none,Levenshtein-uncalibrated,min-0.1,single,0.407923239,0.331703341
Vietic,none,Levenshtein-uncalibrated,min-0.2,single,0.407923239,0.331703341
Vietic,none,Levenshtein-uncalibrated,min-0.3,single,0.407923239,0.331703341
Vietic,none,Levenshtein-uncalibrated,min-0.4,single,0.407923239,0.331703341
Vietic,none,Levenshtein-uncalibrated,min-0.5,single,0.407923239,0.331703341
Vietic,PMI,PMI-calibrated,min-0.1,complete,0.442424663,0.331703341
Vietic,Levenshtein,Levenshtein-calibrated,min-0.5,single,0.407923239,0.331703341
Vietic,Levenshtein,Levenshtein-uncalibrated,min-0.0,single,0.407923239,0.331703341
Vietic,Levenshtein,Levenshtein-uncalibrated,min-0.1,single,0.407923239,0.331703341
Vietic,Levenshtein,Levenshtein-uncalibrated,min-0.2,single,0.407923239,0.331703341
Vietic,Levenshtein,Levenshtein-uncalibrated,min-0.3,single,0.407923239,0.331703341
Vietic,Levenshtein,Levenshtein-uncalibrated,min-0.4,single,0.407923239,0.331703341
Vietic,Levenshtein,Levenshtein-uncalibrated,min-0.5,single,0.407923239,0.331703341
Vietic,none,Phonetic-calibrated,min-0.3,average,0.416026156,0.333333333
Vietic,none,Phonetic-calibrated,min-0.3,weighted,0.416026156,0.333333333
Vietic,Phonetic,Phonetic-calibrated,min-0.3,average,0.416026156,0.333333333
Vietic,Phonetic,Phonetic-calibrated,min-0.3,weighted,0.416026156,0.333333333
Vietic,PMI,Phonetic-calibrated,min-0.3,weighted,0.416026156,0.333333333
Vietic,Surprisal,Phonetic-calibrated,min-0.3,weighted,0.416026156,0.333333333
Vietic,Hybrid,Phonetic-calibrated,min-0.3,average,0.416026156,0.333333333
Vietic,Hybrid,Phonetic-calibrated,min-0.3,weighted,0.416026156,0.333333333
Vietic,Levenshtein,Phonetic-calibrated,min-0.3,average,0.416026156,0.333333333
Vietic,gold,PMI-calibrated,min-0.3,weighted,0.461887986,0.333333333
Vietic,none,Hybrid-calibrated,min-0.1,complete,0.498567728,0.334148329
Vietic,none,Hybrid-calibrated,min-0.2,complete,0.498567728,0.334148329
Vietic,Phonetic,Levenshtein-calibrated,min-0.5,average,0.409885056,0.338223309
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.0,average,0.409885056,0.338223309
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.1,average,0.409885056,0.338223309
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.2,average,0.409885056,0.338223309
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.3,average,0.409885056,0.338223309
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.4,average,0.409885056,0.338223309
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.5,average,0.409885056,0.338223309
Vietic,Phonetic,Phonetic-calibrated,min-0.4,average,0.465731751,0.343113284
Vietic,Phonetic,Phonetic-calibrated,min-0.1,single,0.42468546,0.34392828
Vietic,Phonetic,Phonetic-calibrated,min-0.2,single,0.42468546,0.34392828
Vietic,PMI,Phonetic-calibrated,min-0.0,single,0.42468546,0.34392828
Vietic,PMI,Phonetic-calibrated,min-0.1,single,0.42468546,0.34392828
Vietic,PMI,Phonetic-calibrated,min-0.2,single,0.42468546,0.34392828
Vietic,Surprisal,Phonetic-calibrated,min-0.2,single,0.42468546,0.34392828
Vietic,Hybrid,Phonetic-calibrated,min-0.1,single,0.42468546,0.34392828
Vietic,Hybrid,Phonetic-calibrated,min-0.2,single,0.42468546,0.34392828
Vietic,gold,Phonetic-calibrated,min-0.2,single,0.42468546,0.34392828
Vietic,gold,Phonetic-calibrated,min-0.3,single,0.42468546,0.34392828
Vietic,none,Phonetic-calibrated,min-0.1,single,0.42468546,0.346373268
Vietic,Phonetic,Phonetic-calibrated,min-0.4,weighted,0.460113358,0.346373268
Vietic,Phonetic,Levenshtein-calibrated,min-0.1,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-calibrated,min-0.2,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-calibrated,min-0.3,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-calibrated,min-0.4,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-calibrated,min-0.5,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.0,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.1,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.2,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.3,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.4,single,0.42468546,0.346373268
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.5,single,0.42468546,0.346373268
Vietic,Levenshtein,Phonetic-calibrated,min-0.0,single,0.422905235,0.346373268
Vietic,Levenshtein,Phonetic-calibrated,min-0.1,single,0.42468546,0.346373268
Vietic,Hybrid,Phonetic-calibrated,min-0.0,single,0.42468546,0.347188264
Vietic,none,Phonetic-calibrated,min-0.0,average,0.397297051,0.348818256
Vietic,Phonetic,Phonetic-calibrated,min-0.0,average,0.397297051,0.348818256
Vietic,Phonetic,Phonetic-calibrated,min-0.1,weighted,0.397297051,0.348818256
Vietic,Hybrid,PMI-calibrated,min-0.3,single,0.465731751,0.349633252
Vietic,Levenshtein,PMI-calibrated,min-0.3,single,0.465731751,0.349633252
Vietic,none,Phonetic-calibrated,min-0.2,single,0.42468546,0.350448248
Vietic,none,Phonetic-calibrated,min-0.3,single,0.42468546,0.350448248
Vietic,Phonetic,Phonetic-calibrated,min-0.3,single,0.42468546,0.350448248
Vietic,PMI,Phonetic-calibrated,min-0.3,single,0.42468546,0.350448248
Vietic,Surprisal,Phonetic-calibrated,min-0.0,single,0.42468546,0.350448248
Vietic,Surprisal,Phonetic-calibrated,min-0.1,single,0.42468546,0.350448248
Vietic,Surprisal,Phonetic-calibrated,min-0.3,single,0.42468546,0.350448248
Vietic,Hybrid,Phonetic-calibrated,min-0.3,single,0.42468546,0.350448248
Vietic,Levenshtein,Phonetic-calibrated,min-0.2,single,0.42468546,0.350448248
Vietic,Levenshtein,Phonetic-calibrated,min-0.3,single,0.42468546,0.350448248
Vietic,gold,Phonetic-calibrated,min-0.1,single,0.42468546,0.350448248
Vietic,Phonetic,Phonetic-calibrated,min-0.0,weighted,0.397297051,0.351263244
Vietic,Levenshtein,Phonetic-calibrated,min-0.0,complete,0.42291253,0.351263244
Vietic,Phonetic,Levenshtein-calibrated,min-0.1,weighted,0.414470062,0.356153219
Vietic,Phonetic,Levenshtein-calibrated,min-0.2,weighted,0.414470062,0.356153219
Vietic,Phonetic,Levenshtein-calibrated,min-0.3,weighted,0.414470062,0.356153219
Vietic,Hybrid,PMI-calibrated,min-0.1,ward,0.498567728,0.356153219
Vietic,none,Hybrid-calibrated,min-0.1,weighted,0.478440555,0.364303178
Vietic,none,PMI-calibrated,min-0.5,nj,0.565246632,0.369193154
Vietic,none,PMI-uncalibrated,min-0.0,nj,0.565246632,0.369193154
Vietic,none,PMI-uncalibrated,min-0.1,nj,0.565246632,0.369193154
Vietic,none,PMI-uncalibrated,min-0.2,nj,0.565246632,0.369193154
Vietic,none,PMI-uncalibrated,min-0.3,nj,0.565246632,0.369193154
Vietic,none,PMI-uncalibrated,min-0.4,nj,0.565246632,0.369193154
Vietic,none,PMI-uncalibrated,min-0.5,nj,0.565246632,0.369193154
Vietic,Surprisal,PMI-calibrated,min-0.5,nj,0.565246632,0.369193154
Vietic,Surprisal,PMI-uncalibrated,min-0.0,nj,0.565246632,0.369193154
Vietic,Surprisal,PMI-uncalibrated,min-0.1,nj,0.565246632,0.369193154
Vietic,Surprisal,PMI-uncalibrated,min-0.2,nj,0.565246632,0.369193154
Vietic,Surprisal,PMI-uncalibrated,min-0.3,nj,0.565246632,0.369193154
Vietic,Surprisal,PMI-uncalibrated,min-0.4,nj,0.565246632,0.369193154
Vietic,Surprisal,PMI-uncalibrated,min-0.5,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-calibrated,min-0.5,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-uncalibrated,min-0.0,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-uncalibrated,min-0.1,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-uncalibrated,min-0.2,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-uncalibrated,min-0.3,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-uncalibrated,min-0.4,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-uncalibrated,min-0.5,nj,0.565246632,0.369193154
Vietic,Levenshtein,PMI-uncalibrated,N/A,MaxCladeCredibility,0.565246632,0.369193154
Vietic,Levenshtein,PMI-calibrated,min-0.1,complete,0.456889461,0.378158109
Vietic,none,PMI-calibrated,min-0.1,single,0.514129713,0.379788101
Vietic,Surprisal,Phonetic-calibrated,min-0.5,complete,0.472607889,0.383863081
Vietic,Surprisal,Phonetic-uncalibrated,min-0.0,complete,0.472607889,0.383863081
Vietic,Surprisal,Phonetic-uncalibrated,min-0.1,complete,0.472607889,0.383863081
Vietic,Surprisal,Phonetic-uncalibrated,min-0.2,complete,0.472607889,0.383863081
Vietic,Surprisal,Phonetic-uncalibrated,min-0.3,complete,0.472607889,0.383863081
Vietic,Surprisal,Phonetic-uncalibrated,min-0.4,complete,0.472607889,0.383863081
Vietic,Surprisal,Phonetic-uncalibrated,min-0.5,complete,0.472607889,0.383863081
Vietic,Hybrid,Phonetic-calibrated,min-0.5,complete,0.472607889,0.383863081
Vietic,Hybrid,Phonetic-uncalibrated,min-0.0,complete,0.472607889,0.383863081
Vietic,Hybrid,Phonetic-uncalibrated,min-0.1,complete,0.472607889,0.383863081
Vietic,Hybrid,Phonetic-uncalibrated,min-0.2,complete,0.472607889,0.383863081
Vietic,Hybrid,Phonetic-uncalibrated,min-0.3,complete,0.472607889,0.383863081
Vietic,Hybrid,Phonetic-uncalibrated,min-0.4,complete,0.472607889,0.383863081
Vietic,Hybrid,Phonetic-uncalibrated,min-0.5,complete,0.472607889,0.383863081
Vietic,gold,PMI-calibrated,min-0.4,single,0.494538426,0.383863081
Vietic,Phonetic,Surprisal-calibrated,min-0.4,complete,0.451890736,0.386308068
Vietic,Phonetic,PMI-calibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,Phonetic,PMI-uncalibrated,min-0.0,nj,0.565246632,0.388753056
Vietic,Phonetic,PMI-uncalibrated,min-0.1,nj,0.565246632,0.388753056
Vietic,Phonetic,PMI-uncalibrated,min-0.2,nj,0.565246632,0.388753056
Vietic,Phonetic,PMI-uncalibrated,min-0.3,nj,0.565246632,0.388753056
Vietic,Phonetic,PMI-uncalibrated,min-0.4,nj,0.565246632,0.388753056
Vietic,Phonetic,PMI-uncalibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,PMI,PMI-calibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,PMI,PMI-uncalibrated,min-0.0,nj,0.565246632,0.388753056
Vietic,PMI,PMI-uncalibrated,min-0.1,nj,0.565246632,0.388753056
Vietic,PMI,PMI-uncalibrated,min-0.2,nj,0.565246632,0.388753056
Vietic,PMI,PMI-uncalibrated,min-0.3,nj,0.565246632,0.388753056
Vietic,PMI,PMI-uncalibrated,min-0.4,nj,0.565246632,0.388753056
Vietic,PMI,PMI-uncalibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,Hybrid,PMI-calibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,Hybrid,PMI-uncalibrated,min-0.0,nj,0.565246632,0.388753056
Vietic,Hybrid,PMI-uncalibrated,min-0.1,nj,0.565246632,0.388753056
Vietic,Hybrid,PMI-uncalibrated,min-0.2,nj,0.565246632,0.388753056
Vietic,Hybrid,PMI-uncalibrated,min-0.3,nj,0.565246632,0.388753056
Vietic,Hybrid,PMI-uncalibrated,min-0.4,nj,0.565246632,0.388753056
Vietic,Hybrid,PMI-uncalibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,gold,PMI-calibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,gold,PMI-uncalibrated,min-0.0,nj,0.565246632,0.388753056
Vietic,gold,PMI-uncalibrated,min-0.1,nj,0.565246632,0.388753056
Vietic,gold,PMI-uncalibrated,min-0.2,nj,0.565246632,0.388753056
Vietic,gold,PMI-uncalibrated,min-0.3,nj,0.565246632,0.388753056
Vietic,gold,PMI-uncalibrated,min-0.4,nj,0.565246632,0.388753056
Vietic,gold,PMI-uncalibrated,min-0.5,nj,0.565246632,0.388753056
Vietic,Phonetic,Levenshtein-calibrated,min-0.5,weighted,0.45276971,0.390383048
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.0,weighted,0.45276971,0.390383048
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.1,weighted,0.45276971,0.390383048
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.2,weighted,0.45276971,0.390383048
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.3,weighted,0.45276971,0.390383048
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.4,weighted,0.45276971,0.390383048
Vietic,Phonetic,Levenshtein-uncalibrated,min-0.5,weighted,0.45276971,0.390383048
Vietic,none,PMI-calibrated,min-0.0,single,0.514129713,0.391198044
Vietic,Levenshtein,PMI-calibrated,min-0.0,complete,0.499031163,0.394458028
Vietic,Phonetic,PMI-calibrated,min-0.4,average,0.473379756,0.396903015
Vietic,PMI,PMI-calibrated,min-0.4,average,0.473379756,0.396903015
Vietic,Surprisal,PMI-calibrated,min-0.4,average,0.473379756,0.396903015
Vietic,Hybrid,PMI-calibrated,min-0.4,average,0.473379756,0.396903015
Vietic,Levenshtein,PMI-calibrated,min-0.4,average,0.473379756,0.396903015
Vietic,gold,PMI-calibrated,min-0.4,average,0.473379756,0.396903015
Vietic,none,PMI-calibrated,min-0.4,average,0.478701361,0.405052975
Vietic,none,PMI-calibrated,min-0.4,ward,0.48099391,0.40994295
Vietic,Phonetic,Phonetic-calibrated,min-0.4,single,0.544773007,0.426242869
Vietic,Phonetic,PMI-calibrated,min-0.5,complete,0.567273298,0.437652812
Vietic,Phonetic,PMI-uncalibrated,min-0.0,complete,0.567273298,0.437652812
Vietic,Phonetic,PMI-uncalibrated,min-0.1,complete,0.567273298,0.437652812
Vietic,Phonetic,PMI-uncalibrated,min-0.2,complete,0.567273298,0.437652812
Vietic,Phonetic,PMI-uncalibrated,min-0.3,complete,0.567273298,0.437652812
Vietic,Phonetic,PMI-uncalibrated,min-0.4,complete,0.567273298,0.437652812
Vietic,Phonetic,PMI-uncalibrated,min-0.5,complete,0.567273298,0.437652812
Vietic,PMI,PMI-calibrated,min-0.4,complete,0.510545001,0.442542787
Vietic,none,PMI-calibrated,min-0.4,complete,0.498586002,0.443357783
Vietic,gold,Phonetic-calibrated,min-0.4,single,0.596438816,0.456397718
Vietic,Surprisal,Phonetic-calibrated,min-0.4,single,0.607799128,0.458842706
Vietic,Phonetic,PMI-calibrated,min-0.4,complete,0.543838544,0.468622657
Vietic,Hybrid,PMI-calibrated,min-0.4,complete,0.543838544,0.468622657
Vietic,Levenshtein,PMI-calibrated,min-0.4,complete,0.543838544,0.468622657
Vietic,Phonetic,Phonetic-calibrated,min-0.5,nj,0.541187582,0.471067645
Vietic,Phonetic,Phonetic-uncalibrated,min-0.0,nj,0.541187582,0.471067645
Vietic,Phonetic,Phonetic-uncalibrated,min-0.1,nj,0.541187582,0.471067645
Vietic,Phonetic,Phonetic-uncalibrated,min-0.2,nj,0.541187582,0.471067645
Vietic,Phonetic,Phonetic-uncalibrated,min-0.3,nj,0.541187582,0.471067645
Vietic,Phonetic,Phonetic-uncalibrated,min-0.4,nj,0.541187582,0.471067645
Vietic,Phonetic,Phonetic-uncalibrated,min-0.5,nj,0.541187582,0.471067645
Vietic,Phonetic,PMI-calibrated,min-0.3,complete,0.49911004,0.473512632
Vietic,Levenshtein,PMI-calibrated,min-0.3,complete,0.5381522,0.478402608
Vietic,Hybrid,PMI-calibrated,min-0.4,single,0.559437485,0.484107579
Vietic,PMI,PMI-calibrated,min-0.4,single,0.565628278,0.486552567
Vietic,Surprisal,PMI-calibrated,min-0.4,complete,0.543838544,0.486552567
Vietic,Surprisal,PMI-calibrated,min-0.4,single,0.565628278,0.486552567
Vietic,Levenshtein,PMI-calibrated,min-0.4,single,0.565628278,0.486552567
Vietic,none,PMI-calibrated,min-0.4,single,0.604796399,0.493887531
Vietic,none,Phonetic-calibrated,min-0.4,single,0.647104392,0.494702526
Vietic,PMI,Phonetic-calibrated,min-0.4,single,0.647104392,0.494702526
Vietic,Hybrid,Phonetic-calibrated,min-0.4,single,0.647104392,0.494702526
Vietic,Levenshtein,Phonetic-calibrated,min-0.4,single,0.647104392,0.494702526
Vietic,Phonetic,PMI-calibrated,min-0.5,ward,0.569067567,0.502852486
Vietic,Phonetic,PMI-uncalibrated,min-0.0,ward,0.569067567,0.502852486
Vietic,Phonetic,PMI-uncalibrated,min-0.1,ward,0.569067567,0.502852486
Vietic,Phonetic,PMI-uncalibrated,min-0.2,ward,0.569067567,0.502852486
Vietic,Phonetic,PMI-uncalibrated,min-0.3,ward,0.569067567,0.502852486
Vietic,Phonetic,PMI-uncalibrated,min-0.4,ward,0.569067567,0.502852486
Vietic,Phonetic,PMI-uncalibrated,min-0.5,ward,0.569067567,0.502852486
Vietic,Phonetic,PMI-calibrated,min-0.5,average,0.576134097,0.504482478
Vietic,Phonetic,PMI-uncalibrated,min-0.0,average,0.576134097,0.504482478
Vietic,Phonetic,PMI-uncalibrated,min-0.1,average,0.576134097,0.504482478
Vietic,Phonetic,PMI-uncalibrated,min-0.2,average,0.576134097,0.504482478
Vietic,Phonetic,PMI-uncalibrated,min-0.3,average,0.576134097,0.504482478
Vietic,Phonetic,PMI-uncalibrated,min-0.4,average,0.576134097,0.504482478
Vietic,Phonetic,PMI-uncalibrated,min-0.5,average,0.576134097,0.504482478
Vietic,gold,PMI-calibrated,min-0.5,average,0.576134097,0.504482478
Vietic,gold,PMI-calibrated,min-0.5,weighted,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.0,average,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.0,weighted,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.1,average,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.1,weighted,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.2,average,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.2,weighted,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.3,average,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.3,weighted,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.4,average,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.4,weighted,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.5,average,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,min-0.5,weighted,0.576134097,0.504482478
Vietic,gold,PMI-uncalibrated,N/A,MaxCladeCredibility,0.576134097,0.504482478
Vietic,Phonetic,PMI-calibrated,min-0.5,weighted,0.569067567,0.507742461
Vietic,Phonetic,PMI-uncalibrated,min-0.0,weighted,0.569067567,0.507742461
Vietic,Phonetic,PMI-uncalibrated,min-0.1,weighted,0.569067567,0.507742461
Vietic,Phonetic,PMI-uncalibrated,min-0.2,weighted,0.569067567,0.507742461
Vietic,Phonetic,PMI-uncalibrated,min-0.3,weighted,0.569067567,0.507742461
Vietic,Phonetic,PMI-uncalibrated,min-0.4,weighted,0.569067567,0.507742461
Vietic,Phonetic,PMI-uncalibrated,min-0.5,weighted,0.569067567,0.507742461
Vietic,Phonetic,PMI-uncalibrated,N/A,MaxCladeCredibility,0.569067567,0.507742461
Vietic,Phonetic,PMI-calibrated,min-0.4,single,0.595896565,0.511817441
Vietic,none,PMI-calibrated,min-0.5,average,0.611516109,0.512632437
Vietic,none,PMI-calibrated,min-0.5,weighted,0.611516109,0.512632437
Vietic,none,PMI-uncalibrated,min-0.0,average,0.611516109,0.512632437
Vietic,none,PMI-uncalibrated,min-0.0,weighted,0.611516109,0.512632437
